"","VIC_EDAD","VIC_ESCOLARIDAD","QUIEN_REPORTA","AGR_EDAD","AGR_ESCOLARIDAD","OTRAS_VICTIMAS","VIC_OTRAS_MUJ","HEC_ANO","ANO_EMISION","NUM_MES_EMISION","cluster_k"
"41109",39,3,1,53,10,4,0,2009,2009,11,1
"41110",26,0,1,52,0,4,0,2009,2009,11,3
"41111",48,23,1,45,23,4,0,2009,2009,11,1
"41112",31,6,1,35,6,4,0,2009,2009,11,3
"41113",50,0,1,65,7,3,0,2009,2009,11,1
"41114",38,7,1,40,7,4,0,2009,2009,11,3
"41115",29,10,1,35,10,4,0,2009,2009,11,3
"41116",35,14,1,35,10,4,0,2009,2009,11,3
"41117",28,13,1,38,14,4,0,2009,2009,11,3
"41118",35,14,1,37,14,4,0,2009,2009,11,3
"41119",34,10,1,35,8,4,0,2009,2009,11,3
"41120",46,14,1,50,21,4,2,2009,2009,11,1
"41121",32,3,1,32,2,1,0,2009,2009,11,3
"41122",27,0,1,30,7,1,0,2009,2009,11,2
"41123",23,10,1,37,1,1,0,2009,2009,11,2
"41124",23,5,1,29,8,1,0,2009,2009,11,2
"41125",29,7,1,31,11,1,0,2009,2009,11,2
"41126",25,7,1,38,7,4,0,2009,2009,11,3
"41127",23,7,1,32,7,1,0,2009,2009,11,2
"41128",31,6,1,36,6,4,2,2009,2009,11,3
"41129",24,6,1,29,0,4,2,2009,2009,11,2
"41130",29,6,1,26,6,1,0,2009,2009,11,2
"41131",26,4,1,33,14,1,0,2009,2009,11,2
"41132",36,0,1,40,0,4,0,2009,2009,11,3
"41133",41,6,1,35,0,1,0,2009,2009,11,3
"41134",51,0,1,49,3,1,0,2009,2009,11,1
"41135",41,3,1,34,3,1,0,2009,2009,11,3
"41136",34,3,1,59,2,2,1,2009,2009,11,1
"41138",36,1,1,39,6,4,1,2009,2009,11,3
"41139",29,0,1,29,3,4,0,2009,2009,11,2
"41140",20,13,1,29,9,1,0,2009,2009,11,2
"41141",26,7,1,26,7,1,0,2009,2009,11,2
"41142",26,7,1,36,7,1,0,2009,2009,11,3
"41143",48,7,1,50,6,4,0,2009,2009,11,1
"41144",29,15,1,27,14,4,0,2009,2009,11,2
"41145",20,0,1,24,0,1,0,2009,2009,11,2
"41146",34,0,1,46,6,1,0,2009,2009,11,3
"41147",50,0,1,53,0,1,0,2009,2009,11,1
"41148",27,0,1,28,0,1,0,2009,2009,11,2
"41149",23,3,1,35,2,1,0,2009,2009,11,2
"41151",67,0,1,20,6,2,0,2009,2009,11,1
"41152",29,0,1,33,0,1,0,2009,2009,11,3
"41153",22,0,1,26,4,4,0,2009,2009,11,2
"41155",28,15,1,35,6,4,0,2009,2009,11,3
"41156",30,13,1,39,10,1,0,2009,2009,11,3
"41157",31,7,1,50,15,3,1,2009,2009,11,3
"41158",27,0,1,41,4,4,0,2009,2009,11,3
"41159",32,0,1,33,7,1,0,2009,2009,11,3
"41160",31,7,1,37,7,1,0,2009,2009,11,3
"41162",40,23,1,41,15,1,0,2009,2009,11,3
"41163",25,11,1,52,7,4,0,2009,2009,11,3
"41164",46,15,1,57,7,1,0,2009,2009,11,1
"41165",37,14,1,40,3,1,0,2009,2009,11,3
"41166",35,3,1,38,1,4,0,2009,2009,11,3
"41168",27,7,1,35,7,1,0,2009,2009,11,3
"41169",29,15,1,43,7,4,0,2009,2009,11,3
"41170",48,7,1,49,7,2,0,2009,2009,11,1
"41171",38,7,1,17,7,1,0,2009,2009,11,2
"41172",23,7,1,53,7,5,0,2009,2009,11,3
"41173",25,7,1,28,15,4,0,2009,2009,11,2
"41174",38,6,1,40,6,1,0,2009,2009,11,3
"41175",35,0,1,37,2,4,0,2009,2009,11,3
"41176",38,7,1,41,7,4,0,2009,2009,11,3
"41177",47,6,1,29,2,1,0,2009,2009,11,3
"41178",28,10,1,45,15,1,0,2009,2009,11,3
"41179",51,3,1,50,3,1,0,2009,2009,11,1
"41180",48,0,1,52,0,2,0,2009,2009,11,1
"41181",42,7,1,44,7,1,0,2009,2009,11,3
"41182",22,7,1,35,7,1,0,2009,2009,11,2
"41183",37,0,1,40,0,1,0,2009,2009,11,3
"41184",32,0,1,48,4,1,0,2009,2009,11,3
"41185",30,7,1,33,7,1,0,2009,2009,11,3
"41187",26,7,1,33,7,1,0,2009,2009,11,2
"41188",30,7,1,44,11,4,0,2009,2009,11,3
"41189",29,11,1,34,11,4,1,2009,2009,11,3
"41190",30,1,1,43,6,1,0,2009,2009,11,3
"41191",28,10,1,34,2,1,0,2009,2009,11,3
"41192",36,6,1,38,3,1,0,2009,2009,11,3
"41193",44,6,1,40,6,6,1,2009,2009,11,3
"41194",25,0,1,25,0,4,2,2009,2009,11,2
"41195",32,4,1,41,6,3,0,2009,2009,11,3
"41196",42,6,1,20,13,3,0,2009,2009,11,2
"41197",29,5,1,31,6,5,1,2009,2009,11,2
"41198",42,6,1,72,0,5,1,2009,2009,11,1
"41199",78,0,1,31,4,1,0,2009,2009,11,1
"41200",20,0,1,24,13,1,0,2009,2009,11,2
"41201",35,2,1,41,3,1,0,2009,2009,11,3
"41202",38,0,1,53,10,4,0,2009,2009,11,1
"41203",33,10,1,38,6,1,0,2009,2009,11,3
"41204",38,18,1,49,0,7,2,2009,2009,11,3
"41205",42,10,1,47,3,2,0,2009,2009,11,1
"41206",25,14,1,28,14,1,0,2009,2009,11,2
"41207",33,6,1,37,6,2,0,2009,2009,11,3
"41208",33,14,1,40,14,2,0,2009,2009,11,3
"41209",43,1,1,48,3,1,0,2009,2009,11,1
"41210",26,0,1,26,3,1,0,2009,2009,11,2
"41211",31,3,1,35,6,4,0,2009,2009,11,3
"41212",49,0,1,51,5,4,0,2009,2009,11,1
"41213",26,0,1,30,0,4,0,2009,2009,11,2
"41214",36,11,1,33,0,1,0,2009,2009,11,3
"41215",21,7,1,25,0,4,0,2009,2009,11,2
"41216",43,0,1,46,0,4,0,2009,2009,11,1
"41217",42,6,1,44,0,4,0,2009,2009,11,1
"41218",28,6,1,29,6,4,0,2009,2009,11,2
"41219",40,14,1,42,14,2,0,2009,2009,11,3
"41220",28,4,1,34,1,1,0,2009,2009,11,3
"41221",42,20,1,43,21,4,0,2009,2009,11,3
"41222",27,1,1,29,6,4,0,2009,2009,11,2
"41223",43,0,1,48,0,4,0,2009,2009,11,1
"41224",30,0,1,65,6,2,0,2009,2009,11,1
"41225",29,6,1,35,0,1,0,2009,2009,11,3
"41226",33,6,1,34,10,1,0,2009,2009,11,3
"41227",54,6,1,55,6,1,0,2009,2009,11,1
"41228",29,7,1,35,11,4,0,2009,2009,11,3
"41229",38,1,1,36,5,1,0,2009,2009,11,3
"41230",25,6,1,26,4,1,0,2009,2009,11,2
"41231",28,2,1,28,5,2,0,2009,2009,11,2
"41232",54,0,1,55,6,4,0,2009,2009,11,1
"41233",30,2,1,34,3,4,0,2009,2009,11,3
"41234",32,6,1,38,6,1,0,2009,2009,11,3
"41235",28,0,1,58,0,4,0,2009,2009,11,3
"41237",36,0,1,38,0,4,0,2009,2009,11,3
"41238",34,0,1,44,0,4,0,2009,2009,11,3
"41239",32,0,1,36,0,4,0,2009,2009,11,3
"41240",41,0,1,19,0,1,0,2009,2009,11,2
"41241",41,0,1,27,0,1,0,2009,2009,11,3
"41242",41,0,1,77,0,3,0,2009,2009,11,1
"41243",31,14,1,41,21,4,0,2009,2009,11,3
"41247",30,3,1,15,6,1,0,2009,2009,11,2
"41248",27,11,4,29,23,1,0,2009,2009,11,2
"41249",29,7,1,37,7,4,0,2009,2009,11,3
"41251",38,0,1,38,11,3,0,2009,2009,11,3
"41252",33,6,1,30,14,1,0,2009,2009,11,3
"41253",31,23,1,40,14,1,0,2009,2009,11,3
"41254",21,2,1,23,4,1,0,2009,2009,11,2
"41255",27,6,1,35,14,1,0,2009,2009,11,3
"41256",25,8,1,31,8,1,0,2009,2009,11,2
"41257",27,0,1,74,0,1,0,2009,2009,11,1
"41258",26,10,1,26,4,1,0,2009,2009,11,2
"41259",33,6,1,30,14,2,0,2009,2009,11,3
"41260",30,0,1,24,0,1,0,2009,2009,11,2
"41261",30,1,1,36,10,1,0,2009,2009,11,3
"41262",41,2,1,45,14,2,1,2009,2009,11,3
"41263",30,6,2,29,6,4,0,2009,2009,11,2
"41264",30,0,1,38,4,4,0,2009,2009,11,3
"41265",22,6,1,25,3,1,0,2009,2009,11,2
"41267",53,11,1,30,11,2,1,2009,2009,11,1
"41269",32,0,1,34,6,2,0,2009,2009,11,3
"41274",36,14,1,33,14,3,0,2009,2009,11,3
"41275",22,8,1,26,3,4,0,2009,2009,11,2
"41276",24,3,1,29,6,4,0,2009,2009,11,2
"41277",39,4,1,40,2,3,0,2009,2009,11,3
"41278",29,7,1,39,0,1,0,2009,2009,11,3
"41280",30,3,1,36,0,4,0,2009,2009,11,3
"41281",28,7,1,33,4,2,0,2009,2009,11,3
"41282",39,14,1,30,14,1,0,2009,2009,11,3
"41283",26,10,1,28,10,4,0,2009,2009,11,2
"41284",40,10,1,46,10,4,0,2009,2009,11,3
"41285",50,12,1,55,10,1,0,2009,2009,11,1
"41286",27,3,1,32,3,4,0,2009,2009,11,2
"41287",22,5,1,25,6,4,0,2009,2009,11,2
"41288",23,6,1,25,6,4,0,2009,2009,11,2
"41289",27,1,1,35,4,4,0,2009,2009,11,3
"41290",22,0,1,26,0,4,0,2009,2009,11,2
"41291",23,6,1,29,6,1,0,2009,2009,11,2
"41292",28,9,1,31,6,4,0,2009,2009,11,2
"41293",32,6,1,31,0,4,0,2009,2009,11,3
"41294",32,14,1,36,3,4,0,2009,2009,11,3
"41295",28,5,1,30,4,4,0,2009,2009,11,2
"41296",32,14,1,36,3,4,0,2009,2009,11,3
"41297",22,0,1,22,6,4,0,2009,2009,11,2
"41298",26,0,1,28,0,5,0,2009,2009,11,2
"41299",26,7,1,35,0,1,0,2009,2009,11,3
"41300",36,6,1,42,6,2,0,2009,2009,11,3
"41301",49,4,1,48,10,1,0,2009,2009,11,1
"41302",45,7,1,37,11,1,0,2009,2009,11,3
"41303",65,0,1,26,3,3,1,2009,2009,11,1
"41304",51,13,1,49,15,1,0,2009,2009,11,1
"41305",28,6,1,29,6,1,0,2009,2009,11,2
"41306",38,0,1,40,6,1,0,2009,2009,11,3
"41307",29,7,1,33,11,4,0,2009,2009,11,3
"41308",28,7,1,29,11,1,0,2009,2009,11,2
"41309",38,7,1,40,7,1,0,2009,2009,11,3
"41310",26,7,1,26,0,4,0,2009,2009,11,2
"41311",56,0,1,34,3,3,1,2009,2009,11,1
"41312",24,0,1,36,6,1,0,2009,2009,11,3
"41314",30,13,1,35,14,1,0,2009,2009,11,3
"41315",33,14,1,33,6,1,0,2009,2009,11,3
"41316",76,0,1,25,0,1,0,2009,2009,11,1
"41318",37,0,1,30,0,1,0,2009,2009,11,3
"41319",37,0,2,40,7,1,0,2009,2009,11,3
"41320",28,13,1,25,14,4,0,2009,2009,11,2
"41321",32,6,1,40,6,1,0,2009,2009,11,3
"41322",29,4,1,32,3,4,0,2009,2009,11,3
"41323",56,3,1,50,6,4,0,2009,2009,11,1
"41324",60,6,1,58,2,4,2,2009,2009,11,1
"41325",26,0,1,26,0,4,0,2009,2009,11,2
"41326",29,0,1,22,0,1,0,2009,2009,11,2
"41327",32,3,1,58,0,1,0,2009,2009,11,1
"41328",38,6,1,40,6,1,0,2009,2009,11,3
"41329",37,14,4,45,14,1,0,2009,2009,11,3
"41330",25,5,1,28,14,1,0,2009,2009,11,2
"41331",22,7,1,22,15,1,0,2009,2009,11,2
"41332",39,7,1,20,15,1,0,2009,2009,11,2
"41333",34,14,1,20,14,4,0,2009,2009,11,2
"41335",33,23,1,38,23,1,0,2009,2009,12,3
"41336",35,0,1,38,0,2,0,2009,2009,12,3
"41337",40,15,1,42,11,4,0,2009,2009,12,3
"41338",25,7,1,28,7,4,0,2009,2009,12,2
"41339",50,7,1,52,7,1,0,2009,2009,12,1
"41340",37,7,1,40,7,4,0,2009,2009,12,3
"41341",28,7,1,31,7,4,0,2009,2009,12,2
"41342",42,7,1,45,7,1,0,2009,2009,12,1
"41343",62,7,1,64,7,1,0,2009,2009,12,1
"41344",27,9,1,26,3,1,0,2009,2009,12,2
"41345",36,8,1,37,6,1,0,2009,2009,12,3
"41346",29,8,1,29,6,1,0,2009,2009,12,2
"41347",33,21,1,30,21,1,0,2009,2009,12,3
"41348",47,6,1,58,0,1,0,2009,2009,12,1
"41349",28,10,1,29,8,1,0,2009,2009,12,2
"41350",33,15,1,34,7,1,0,2009,2009,12,3
"41351",34,4,1,27,10,1,0,2009,2009,12,2
"41352",34,15,1,64,7,1,0,2009,2009,12,1
"41353",37,15,1,36,15,1,0,2009,2009,12,3
"41354",33,11,1,47,15,4,0,2009,2009,12,3
"41355",25,7,1,28,0,1,0,2009,2009,12,2
"41356",58,15,1,64,23,2,1,2009,2009,12,1
"41357",36,10,1,38,10,1,0,2009,2009,12,3
"41358",45,10,1,42,14,1,0,2009,2009,12,1
"41359",29,15,1,29,14,1,0,2009,2009,12,2
"41360",40,15,1,47,15,4,1,2009,2009,12,3
"41361",53,3,1,55,3,4,1,2009,2009,12,1
"41362",32,14,1,34,14,1,0,2009,2009,12,3
"41365",35,14,1,38,23,4,0,2009,2009,12,3
"41368",38,14,1,33,6,4,0,2009,2009,12,3
"41369",34,6,1,35,2,4,0,2009,2009,12,3
"41370",28,2,1,33,3,4,0,2009,2009,12,3
"41371",48,0,1,55,5,4,0,2009,2009,12,1
"41373",39,10,1,43,6,1,0,2009,2009,12,3
"41374",39,7,1,45,7,4,0,2009,2009,12,3
"41375",31,0,1,43,7,1,0,2009,2009,12,3
"41377",46,14,1,48,6,3,1,2009,2009,12,1
"41378",35,3,1,58,1,1,0,2009,2009,12,1
"41379",31,2,1,29,6,1,0,2009,2009,12,2
"41380",38,6,1,38,6,4,0,2009,2009,12,3
"41381",29,9,1,40,0,1,0,2009,2009,12,3
"41382",28,6,1,33,1,4,0,2009,2009,12,3
"41383",55,7,1,39,7,4,0,2009,2009,12,1
"41384",29,7,1,29,11,4,0,2009,2009,12,2
"41385",28,7,1,35,7,4,0,2009,2009,12,3
"41386",31,10,1,37,10,1,0,2009,2009,12,3
"41387",23,0,1,25,7,1,0,2009,2009,12,2
"41388",36,1,1,44,0,1,0,2009,2009,12,3
"41389",33,6,1,42,0,1,0,2009,2009,12,3
"41390",31,6,1,37,2,1,0,2009,2009,12,3
"41391",31,3,1,46,23,2,0,2009,2009,12,3
"41392",29,14,1,27,6,1,0,2009,2009,12,2
"41394",43,23,1,43,11,2,1,2009,2009,12,3
"41395",39,3,1,56,5,2,1,2009,2009,12,1
"41396",39,6,1,39,6,1,0,2009,2009,12,3
"41397",35,7,1,35,11,1,0,2009,2009,12,3
"41398",32,3,1,35,3,1,0,2009,2009,12,3
"41399",29,6,1,32,0,4,0,2009,2009,12,3
"41400",35,3,1,35,3,4,0,2009,2009,12,3
"41401",43,3,1,44,14,4,0,2009,2009,12,1
"41402",55,5,1,23,8,4,2,2009,2009,12,3
"41403",31,2,1,32,0,4,0,2009,2009,12,3
"41404",35,5,1,30,6,4,0,2009,2009,12,3
"41405",50,3,1,32,6,2,1,2009,2009,12,1
"41406",46,6,1,49,6,4,0,2009,2009,12,1
"41407",26,0,1,38,7,4,0,2009,2009,12,3
"41408",24,0,1,27,10,2,0,2009,2009,12,2
"41409",18,8,1,21,3,1,0,2009,2009,12,2
"41410",31,7,1,33,11,4,0,2009,2009,12,3
"41411",29,6,1,30,6,1,0,2009,2009,12,2
"41412",28,0,1,30,7,4,0,2009,2009,12,2
"41413",28,0,1,26,1,3,0,2009,2009,12,2
"41414",29,7,1,30,2,1,0,2009,2009,12,2
"41416",48,23,1,38,23,1,0,2009,2009,12,3
"41417",39,10,1,36,3,4,0,2009,2009,12,3
"41418",37,10,1,48,10,4,0,2009,2009,12,3
"41419",29,6,1,33,6,4,0,2009,2009,12,3
"41420",40,12,1,41,10,4,0,2009,2009,12,3
"41421",39,10,1,37,10,4,0,2009,2009,12,3
"41422",27,6,1,35,6,4,0,2009,2009,12,3
"41423",33,6,1,35,6,4,0,2009,2009,12,3
"41424",28,6,1,35,0,1,0,2009,2009,12,3
"41425",36,10,1,38,10,1,0,2009,2009,12,3
"41426",30,0,1,32,0,1,0,2009,2009,12,3
"41427",28,6,1,30,10,4,0,2009,2009,12,2
"41428",28,0,1,39,1,1,0,2009,2009,12,3
"41429",24,0,1,30,1,1,0,2009,2009,12,2
"41430",26,3,1,40,9,1,0,2009,2009,12,3
"41431",25,11,1,26,7,4,0,2009,2009,12,2
"41432",25,7,1,27,7,4,0,2009,2009,12,2
"41433",50,0,1,55,7,4,1,2009,2009,12,1
"41434",30,7,1,32,11,1,0,2009,2009,12,3
"41435",30,0,1,32,7,1,0,2009,2009,12,3
"41438",28,0,1,27,7,1,0,2009,2009,12,2
"41439",23,0,1,26,0,1,0,2009,2009,12,2
"41441",35,7,1,40,7,4,0,2009,2009,12,3
"41442",22,7,1,33,7,4,0,2009,2009,12,2
"41444",26,4,1,42,1,1,0,2009,2009,12,3
"41445",33,6,1,39,0,1,0,2009,2009,12,3
"41446",29,5,1,30,6,1,0,2009,2009,12,2
"41447",36,3,1,37,0,1,0,2009,2009,12,3
"41448",37,3,1,40,6,1,0,2009,2009,12,3
"41449",26,6,1,30,14,1,0,2009,2009,12,2
"41450",22,6,1,26,0,4,0,2009,2009,12,2
"41451",36,5,1,38,10,4,0,2009,2009,12,3
"41452",28,0,1,29,0,1,0,2009,2009,12,2
"41453",42,3,1,24,4,1,0,2009,2009,12,3
"41454",24,6,1,28,6,1,0,2009,2009,12,2
"41455",36,2,1,38,3,1,0,2009,2009,12,3
"41456",30,6,1,31,14,4,0,2009,2009,12,2
"41457",31,3,1,33,4,1,0,2009,2009,12,3
"41458",36,2,1,39,6,4,1,2009,2009,12,3
"41459",27,8,1,32,8,3,0,2009,2009,12,2
"41460",26,6,1,30,0,4,0,2009,2009,12,2
"41461",30,0,1,29,6,1,0,2009,2009,12,2
"41462",31,0,1,35,0,1,0,2009,2009,12,3
"41463",26,7,1,28,7,4,0,2009,2009,12,2
"41464",29,0,1,28,0,1,0,2009,2009,12,2
"41465",21,0,1,25,0,4,0,2009,2009,12,2
"41466",36,0,1,47,6,1,0,2009,2009,12,3
"41467",48,0,1,51,6,1,0,2009,2009,12,1
"41468",21,6,1,14,2,1,0,2009,2009,12,2
"41469",23,5,1,26,6,1,0,2009,2009,12,2
"41470",22,3,1,28,14,1,0,2009,2009,12,2
"41471",40,0,1,45,7,1,0,2009,2009,12,3
"41472",35,0,1,33,7,1,0,2009,2009,12,3
"41473",43,0,1,45,7,1,0,2009,2009,12,1
"41474",29,3,1,32,9,1,0,2009,2009,12,3
"41475",26,6,1,27,6,1,0,2009,2009,12,2
"41476",30,9,1,26,6,4,0,2009,2009,12,2
"41478",37,10,1,42,6,4,0,2009,2009,12,3
"41480",35,0,1,42,0,1,0,2009,2009,12,3
"41481",42,0,1,48,3,1,0,2009,2009,12,1
"41482",44,0,1,48,7,4,0,2009,2009,12,1
"41483",30,11,1,35,11,4,0,2009,2009,12,3
"41484",33,11,1,35,11,4,0,2009,2009,12,3
"41485",36,15,1,60,7,1,0,2009,2009,12,1
"41486",64,0,1,24,0,2,0,2009,2009,12,1
"41487",42,7,1,46,15,1,0,2009,2009,12,1
"41488",25,10,1,28,10,1,0,2009,2009,12,2
"41489",26,10,1,30,10,1,0,2009,2009,12,2
"41490",43,14,1,36,14,1,0,2009,2009,12,3
"41491",42,10,1,44,5,1,0,2009,2009,12,3
"41492",36,0,1,29,0,1,0,2009,2009,12,3
"41493",47,14,1,54,10,1,0,2009,2009,12,1
"41494",36,14,1,35,10,1,0,2009,2009,12,3
"41495",47,14,1,48,10,1,0,2009,2009,12,1
"41496",38,10,1,38,6,1,0,2009,2009,12,3
"41497",29,10,1,24,10,1,0,2009,2009,12,2
"41498",25,7,1,54,0,4,0,2009,2009,12,3
"41499",38,7,1,40,7,5,0,2009,2009,12,3
"41500",26,7,1,32,11,4,0,2009,2009,12,2
"41501",31,7,1,35,7,4,0,2009,2009,12,3
"41503",33,0,1,40,0,1,0,2009,2009,12,3
"41504",45,15,4,50,15,1,0,2009,2009,12,1
"41505",45,23,1,49,10,1,0,2009,2009,12,1
"41506",38,0,1,44,5,1,0,2009,2009,12,3
"41507",33,0,1,29,7,1,0,2009,2009,12,3
"41509",42,0,1,21,0,2,0,2009,2009,12,3
"41510",31,11,1,32,11,4,2,2009,2009,12,3
"41511",29,7,1,24,7,2,1,2009,2009,12,2
"41512",26,14,1,34,14,1,0,2009,2009,12,2
"41513",30,3,1,35,0,2,0,2009,2009,12,3
"41514",41,0,1,55,0,6,0,2009,2009,12,1
"41515",32,6,1,49,10,1,0,2009,2009,12,3
"41516",29,13,1,29,9,1,0,2009,2009,12,2
"41517",29,8,1,22,4,1,0,2009,2009,12,2
"41518",28,6,1,24,6,4,0,2009,2009,12,2
"41519",25,2,1,32,6,4,0,2009,2009,12,2
"41520",56,9,1,29,6,8,2,2009,2009,12,1
"41521",24,2,1,24,6,5,1,2009,2009,12,2
"41522",43,3,1,46,6,2,0,2009,2009,12,1
"41523",46,6,1,48,6,4,0,2009,2009,12,1
"41524",44,5,1,45,5,1,0,2009,2009,12,1
"41525",38,0,1,53,4,1,0,2009,2009,12,1
"41526",33,0,1,33,6,1,0,2009,2009,12,3
"41527",33,0,1,33,6,1,0,2009,2009,12,3
"41528",27,6,1,25,6,1,0,2009,2009,12,2
"41529",40,3,1,38,9,1,0,2009,2009,12,3
"41530",40,5,1,20,5,1,0,2009,2009,12,2
"41531",37,0,1,38,13,1,0,2009,2009,12,3
"41532",51,14,1,15,10,1,0,2009,2009,12,3
"41533",36,6,1,35,6,1,0,2009,2009,12,3
"41534",33,7,1,34,7,1,0,2009,2009,12,3
"41535",28,7,1,26,7,4,0,2009,2009,12,2
"41536",23,6,1,30,6,1,0,2009,2009,12,2
"41537",46,7,1,52,7,4,0,2009,2009,12,1
"41538",43,0,1,45,0,4,0,2009,2009,12,1
"41539",30,3,1,28,2,1,0,2009,2009,12,2
"41540",21,4,1,28,6,1,0,2009,2009,12,2
"41541",34,7,1,38,7,1,0,2009,2009,12,3
"41542",32,10,1,29,3,1,0,2009,2009,12,2
"41543",32,0,1,36,4,1,0,2009,2009,12,3
"41544",21,0,1,25,3,1,0,2009,2009,12,2
"41545",36,5,1,40,3,1,0,2009,2009,12,3
"41546",33,6,1,35,10,4,0,2009,2009,12,3
"41547",24,0,1,29,3,1,0,2009,2009,12,2
"41548",29,10,1,31,10,4,0,2009,2009,12,2
"41549",29,0,1,32,2,4,0,2009,2009,12,3
"41550",28,6,1,34,6,1,0,2009,2009,12,3
"41551",34,6,1,35,6,4,0,2009,2009,12,3
"41552",27,6,1,27,6,1,0,2009,2009,12,2
"41553",26,0,1,21,6,1,0,2009,2009,12,2
"41555",33,10,1,36,10,1,0,2009,2009,12,3
"41557",39,4,1,37,14,1,0,2009,2009,12,3
"41558",24,3,4,40,14,6,1,2009,2009,12,3
"41559",52,0,1,56,0,4,0,2009,2009,12,1
"41560",29,7,1,34,0,4,0,2009,2009,12,3
"41561",53,0,1,24,6,1,0,2009,2009,12,3
"41562",23,6,1,33,6,4,0,2009,2009,12,2
"41563",42,4,1,50,6,4,0,2009,2009,12,1
"41567",27,3,1,35,6,4,0,2009,2009,12,3
"41569",35,2,1,38,6,1,0,2009,2009,12,3
"41570",28,6,1,24,10,1,0,2009,2009,12,2
"41571",28,0,1,27,3,1,0,2009,2009,12,2
"41572",30,3,1,35,4,2,0,2009,2009,12,3
"41573",29,7,1,30,7,3,0,2009,2009,12,2
"41574",28,0,1,35,7,1,0,2009,2009,12,3
"41575",56,10,1,22,2,2,1,2009,2009,12,3
"41576",29,7,1,32,7,1,0,2009,2009,12,2
"41577",33,0,1,36,7,1,0,2009,2009,12,3
"41578",33,0,1,36,7,1,0,2009,2009,12,3
"41579",42,13,1,38,14,1,0,2009,2009,12,3
"41580",35,14,1,46,21,1,0,2009,2009,12,3
"41581",35,6,1,35,4,1,0,2009,2009,12,3
"41582",23,4,1,50,1,1,0,2009,2009,12,3
"41583",30,0,1,31,1,4,0,2009,2009,12,3
"41584",45,14,1,42,14,3,0,2009,2009,12,1
"41585",23,6,1,27,6,4,0,2009,2009,12,2
"41586",33,1,1,31,6,1,0,2009,2009,12,3
"41587",29,4,1,33,6,1,0,2009,2009,12,3
"41588",32,0,1,33,6,2,0,2009,2009,12,3
"41589",67,0,1,35,0,1,0,2009,2009,12,1
"41590",23,0,1,27,0,1,0,2009,2009,12,2
"41591",29,6,1,33,6,4,0,2009,2009,12,3
"41592",23,3,1,29,4,3,0,2009,2009,12,2
"41593",26,2,1,28,2,1,0,2009,2009,12,2
"41594",36,2,1,38,6,1,0,2009,2009,12,3
"41596",21,0,1,27,0,2,1,2009,2009,12,2
"41597",39,3,1,44,6,4,0,2009,2009,12,3
"41598",29,0,1,29,6,1,0,2009,2009,12,2
"41599",33,4,1,37,6,4,0,2009,2009,12,3
"41600",40,0,1,51,0,1,0,2009,2009,12,1
"41601",32,0,1,57,3,1,0,2009,2009,12,3
"41602",32,3,1,29,0,1,0,2009,2009,12,3
"41603",36,0,1,25,2,4,1,2009,2009,12,2
"41604",32,0,1,35,0,5,1,2009,2009,12,3
"41605",32,6,1,37,9,1,0,2009,2009,12,3
"41607",32,0,1,49,0,4,1,2009,2009,12,3
"41608",27,10,1,32,15,1,0,2009,2009,12,2
"41609",27,2,1,34,2,1,0,2009,2009,12,3
"41610",29,0,1,29,6,1,0,2009,2009,12,2
"41611",31,6,1,39,10,1,0,2009,2009,12,3
"41613",30,14,1,31,14,1,0,2009,2009,12,2
"41614",38,10,1,44,14,1,0,2009,2009,12,3
"41615",27,13,1,40,10,1,0,2009,2009,12,3
"41616",54,4,1,35,3,1,0,2009,2009,12,1
"41618",26,10,1,40,14,2,0,2009,2009,12,3
"41619",26,0,1,25,0,1,0,2009,2009,12,2
"41620",39,0,1,20,3,1,0,2009,2009,12,2
"41623",48,2,1,59,2,1,0,2009,2009,12,1
"41624",39,10,1,41,14,1,0,2009,2009,12,3
"41625",46,0,1,38,0,4,0,2009,2009,12,1
"41626",30,0,1,23,0,1,0,2009,2009,12,2
"41627",35,4,1,19,6,1,0,2009,2009,12,2
"41628",37,19,1,28,9,1,0,2009,2009,12,3
"41629",26,2,1,44,0,1,0,2009,2009,12,3
"41630",34,6,1,20,2,2,0,2009,2009,12,2
"41631",36,2,1,47,0,4,0,2009,2009,12,3
"41632",29,3,1,39,0,1,0,2009,2009,12,3
"41633",25,2,1,36,2,4,0,2009,2009,12,3
"41635",28,0,1,31,0,1,0,2009,2009,12,2
"41636",37,3,1,43,0,1,0,2009,2009,12,3
"41637",27,12,1,32,10,4,0,2009,2009,12,2
"41638",45,2,1,25,10,4,0,2009,2009,12,3
"41639",47,3,1,26,10,4,0,2009,2009,12,3
"41640",40,8,1,22,14,1,0,2009,2009,12,2
"41641",37,15,1,38,7,1,0,2009,2009,12,3
"41644",63,7,1,34,7,3,2,2009,2009,1,1
"41645",39,7,1,36,15,2,0,2009,2009,1,3
"41649",33,0,1,34,6,5,0,2009,2009,1,3
"41651",44,0,1,48,6,5,0,2009,2009,1,1
"41652",28,14,1,30,14,5,0,2009,2009,1,2
"41654",78,11,1,75,7,3,1,2009,2009,1,1
"41655",46,7,1,60,11,5,2,2009,2009,1,1
"41661",31,0,1,35,7,1,0,2009,2009,1,3
"41663",28,0,1,34,3,3,0,2009,2009,1,3
"41665",39,6,1,41,6,3,0,2009,2009,1,3
"41666",30,9,1,32,6,5,0,2009,2009,1,3
"41667",28,0,1,29,2,2,0,2008,2009,1,2
